통계년월,통계시도명,통계시군구명,성별,수급자구분,연령구간,수급자수
202003,서울특별시,종로구,여성,조건부수급자,19~29세,41
202003,서울특별시,종로구,여성,조건부수급자,30~39세,14
202003,서울특별시,종로구,여성,조건부수급자,40~49세,35
202003,서울특별시,종로구,여성,조건부수급자,50~59세,34
202003,서울특별시,종로구,여성,조건부수급자,60~64세,20
202003,서울특별시,종로구,남성,일반수급자,19~29세,72
202003,서울특별시,종로구,여성,조건부수급자,65~69세,2
202003,서울특별시,종로구,여성,조건부수급자,80~89세,3
202003,서울특별시,종로구,여성,조건부수급자,90세이상,1
202003,서울특별시,종로구,남성,시설수급자,7세미만,3
202003,서울특별시,종로구,남성,시설수급자,7~12세,1
202003,서울특별시,종로구,남성,시설수급자,19~29세,9
202003,서울특별시,종로구,남성,시설수급자,30~39세,55
202003,서울특별시,종로구,남성,시설수급자,40~49세,86
202003,서울특별시,종로구,남성,시설수급자,50~59세,41
202003,서울특별시,종로구,남성,일반수급자,30~39세,59
202003,서울특별시,종로구,남성,시설수급자,60~64세,16
202003,서울특별시,종로구,남성,시설수급자,65~69세,17
202003,서울특별시,종로구,남성,시설수급자,70~74세,7
202003,서울특별시,종로구,남성,일반수급자,40~49세,144
202003,서울특별시,종로구,남성,시설수급자,75~79세,2
202003,서울특별시,종로구,여성,시설수급자,7세미만,30
202003,서울특별시,종로구,여성,시설수급자,7~12세,14
202003,서울특별시,종로구,여성,시설수급자,13~15세,4
202003,서울특별시,종로구,여성,시설수급자,16~18세,5
202003,서울특별시,종로구,여성,시설수급자,19~29세,16
202003,서울특별시,종로구,여성,시설수급자,30~39세,44
202003,서울특별시,종로구,여성,시설수급자,40~49세,63
202003,서울특별시,종로구,여성,시설수급자,50~59세,68
202003,서울특별시,종로구,여성,시설수급자,60~64세,38
202003,서울특별시,종로구,남성,일반수급자,50~59세,460
202003,서울특별시,종로구,여성,시설수급자,65~69세,23
202003,서울특별시,종로구,여성,시설수급자,70~74세,19
202003,서울특별시,종로구,여성,시설수급자,75~79세,14
202003,서울특별시,종로구,여성,시설수급자,80~89세,42
202003,서울특별시,종로구,여성,시설수급자,90세이상,26
202003,서울특별시,종로구,남성,특례수급자,7~12세,1
202003,서울특별시,종로구,남성,특례수급자,16~18세,1
202003,서울특별시,종로구,남성,특례수급자,30~39세,5
202003,서울특별시,종로구,남성,특례수급자,40~49세,9
202003,서울특별시,종로구,남성,특례수급자,50~59세,38
202003,서울특별시,종로구,남성,특례수급자,60~64세,27
202003,서울특별시,종로구,남성,특례수급자,65~69세,9
202003,서울특별시,종로구,남성,일반수급자,60~64세,277
202003,서울특별시,종로구,남성,특례수급자,70~74세,12
202003,서울특별시,종로구,남성,특례수급자,75~79세,7
202003,서울특별시,종로구,남성,특례수급자,80~89세,3
202003,서울특별시,종로구,여성,특례수급자,16~18세,2
202003,서울특별시,종로구,여성,특례수급자,19~29세,1
202003,서울특별시,종로구,여성,특례수급자,40~49세,6
202003,서울특별시,종로구,여성,특례수급자,50~59세,4
202003,서울특별시,종로구,여성,특례수급자,60~64세,2
202003,서울특별시,종로구,여성,특례수급자,65~69세,8
202003,서울특별시,종로구,여성,특례수급자,70~74세,14
202003,서울특별시,종로구,여성,특례수급자,75~79세,15
202003,서울특별시,종로구,여성,특례수급자,80~89세,14
202003,서울특별시,종로구,여성,특례수급자,90세이상,3
202003,서울특별시,종로구,남성,일반수급자,65~69세,338
202003,서울특별시,종로구,남성,일반수급자,70~74세,236
202003,서울특별시,종로구,남성,일반수급자,75~79세,204
202003,서울특별시,종로구,남성,일반수급자,7~12세,61
