통계년월,통계시도명,통계시군구명,성별,수급자구분,연령구간,수급자수
202005,서울특별시,종로구,여성,조건부수급자,19~29세,37
202005,서울특별시,종로구,여성,조건부수급자,30~39세,12
202005,서울특별시,종로구,여성,조건부수급자,40~49세,40
202005,서울특별시,종로구,여성,조건부수급자,50~59세,38
202005,서울특별시,종로구,여성,조건부수급자,60~64세,26
202005,서울특별시,종로구,남성,일반수급자,19~29세,73
202005,서울특별시,종로구,여성,조건부수급자,65~69세,2
202005,서울특별시,종로구,여성,조건부수급자,70~74세,1
202005,서울특별시,종로구,여성,조건부수급자,80~89세,2
202005,서울특별시,종로구,여성,조건부수급자,90세이상,1
202005,서울특별시,종로구,남성,시설수급자,7세미만,3
202005,서울특별시,종로구,남성,시설수급자,7~12세,2
202005,서울특별시,종로구,남성,시설수급자,19~29세,9
202005,서울특별시,종로구,남성,시설수급자,30~39세,55
202005,서울특별시,종로구,남성,시설수급자,40~49세,85
202005,서울특별시,종로구,남성,시설수급자,50~59세,41
202005,서울특별시,종로구,남성,일반수급자,30~39세,63
202005,서울특별시,종로구,남성,시설수급자,60~64세,16
202005,서울특별시,종로구,남성,시설수급자,65~69세,16
202005,서울특별시,종로구,남성,시설수급자,70~74세,8
202005,서울특별시,종로구,남성,일반수급자,40~49세,160
202005,서울특별시,종로구,남성,시설수급자,75~79세,2
202005,서울특별시,종로구,여성,시설수급자,7세미만,28
202005,서울특별시,종로구,여성,시설수급자,7~12세,16
202005,서울특별시,종로구,여성,시설수급자,13~15세,3
202005,서울특별시,종로구,여성,시설수급자,16~18세,6
202005,서울특별시,종로구,여성,시설수급자,19~29세,18
202005,서울특별시,종로구,여성,시설수급자,30~39세,44
202005,서울특별시,종로구,여성,시설수급자,40~49세,64
202005,서울특별시,종로구,여성,시설수급자,50~59세,66
202005,서울특별시,종로구,여성,시설수급자,60~64세,39
202005,서울특별시,종로구,남성,일반수급자,50~59세,479
202005,서울특별시,종로구,여성,시설수급자,65~69세,24
202005,서울특별시,종로구,여성,시설수급자,70~74세,19
202005,서울특별시,종로구,여성,시설수급자,75~79세,13
202005,서울특별시,종로구,여성,시설수급자,80~89세,41
202005,서울특별시,종로구,여성,시설수급자,90세이상,26
202005,서울특별시,종로구,남성,특례수급자,7~12세,1
202005,서울특별시,종로구,남성,특례수급자,16~18세,1
202005,서울특별시,종로구,남성,특례수급자,19~29세,1
202005,서울특별시,종로구,남성,특례수급자,30~39세,7
202005,서울특별시,종로구,남성,특례수급자,40~49세,13
202005,서울특별시,종로구,남성,특례수급자,50~59세,41
202005,서울특별시,종로구,남성,특례수급자,60~64세,27
202005,서울특별시,종로구,남성,특례수급자,65~69세,8
202005,서울특별시,종로구,남성,일반수급자,60~64세,291
202005,서울특별시,종로구,남성,특례수급자,70~74세,11
202005,서울특별시,종로구,남성,특례수급자,75~79세,8
202005,서울특별시,종로구,남성,특례수급자,80~89세,4
202005,서울특별시,종로구,여성,특례수급자,16~18세,2
202005,서울특별시,종로구,여성,특례수급자,19~29세,1
202005,서울특별시,종로구,여성,특례수급자,30~39세,5
202005,서울특별시,종로구,여성,특례수급자,40~49세,6
202005,서울특별시,종로구,여성,특례수급자,50~59세,5
202005,서울특별시,종로구,여성,특례수급자,60~64세,2
202005,서울특별시,종로구,여성,특례수급자,65~69세,7
202005,서울특별시,종로구,여성,특례수급자,70~74세,13
202005,서울특별시,종로구,여성,특례수급자,75~79세,16
202005,서울특별시,종로구,여성,특례수급자,80~89세,16
202005,서울특별시,종로구,여성,특례수급자,90세이상,3
202005,서울특별시,종로구,남성,기타수급자,50~59세,1
202005,서울특별시,종로구,여성,기타수급자,19~29세,1
202005,서울특별시,종로구,남성,일반수급자,65~69세,348
202005,서울특별시,종로구,남성,일반수급자,70~74세,237
202005,서울특별시,종로구,남성,일반수급자,75~79세,208
202005,서울특별시,종로구,남성,일반수급자,7~12세,64
202005,서울특별시,종로구,남성,일반수급자,80~89세,128
202005,서울특별시,종로구,남성,일반수급자,90세이상,9
202005,서울특별시,종로구,여성,일반수급자,7세미만,21
202005,서울특별시,종로구,여성,일반수급자,7~12세,59
202005,서울특별시,종로구,여성,일반수급자,13~15세,48
202005,서울특별시,종로구,여성,일반수급자,16~18세,65
202005,서울특별시,종로구,여성,일반수급자,19~29세,69
202005,서울특별시,종로구,남성,일반수급자,7세미만,6
202005,서울특별시,종로구,여성,일반수급자,30~39세,58
202005,서울특별시,종로구,여성,일반수급자,40~49세,144
202005,서울특별시,종로구,여성,일반수급자,50~59세,184
202005,서울특별시,종로구,남성,일반수급자,13~15세,51
202005,서울특별시,종로구,여성,일반수급자,60~64세,104
202005,서울특별시,종로구,여성,일반수급자,65~69세,161
202005,서울특별시,종로구,여성,일반수급자,70~74세,152
202005,서울특별시,종로구,여성,일반수급자,75~79세,205
202005,서울특별시,종로구,여성,일반수급자,80~89세,250
202005,서울특별시,종로구,여성,일반수급자,90세이상,43
202005,서울특별시,종로구,남성,조건부수급자,7세미만,7
202005,서울특별시,종로구,남성,조건부수급자,7~12세,6
202005,서울특별시,종로구,남성,조건부수급자,13~15세,4
202005,서울특별시,종로구,남성,일반수급자,16~18세,54
202005,서울특별시,종로구,남성,조건부수급자,16~18세,11
202005,서울특별시,종로구,남성,조건부수급자,19~29세,32
202005,서울특별시,종로구,남성,조건부수급자,30~39세,7
202005,서울특별시,종로구,남성,조건부수급자,40~49세,38
202005,서울특별시,종로구,남성,조건부수급자,50~59세,119
202005,서울특별시,종로구,남성,조건부수급자,60~64세,60
202005,서울특별시,종로구,남성,조건부수급자,65~69세,6
202005,서울특별시,종로구,남성,조건부수급자,70~74세,3
202005,서울특별시,종로구,남성,조건부수급자,80~89세,1
202005,서울특별시,종로구,여성,조건부수급자,7세미만,5
202005,서울특별시,종로구,여성,조건부수급자,7~12세,8
202005,서울특별시,종로구,여성,조건부수급자,13~15세,4
202005,서울특별시,종로구,여성,조건부수급자,16~18세,8
202005,서울특별시,중구,여성,조건부수급자,19~29세,32
202005,서울특별시,중구,여성,조건부수급자,30~39세,7
202005,서울특별시,중구,여성,조건부수급자,40~49세,26
