통계년월,통계시도명,통계시군구명,성별,수급자구분,연령구간,수급자수
202009,서울특별시,종로구,여성,조건부수급자,19~29세,38
202009,서울특별시,종로구,여성,조건부수급자,30~39세,16
202009,서울특별시,종로구,여성,조건부수급자,40~49세,42
202009,서울특별시,종로구,여성,조건부수급자,50~59세,40
202009,서울특별시,종로구,남성,일반수급자,19~29세,72
202009,서울특별시,종로구,여성,조건부수급자,60~64세,27
202009,서울특별시,종로구,여성,조건부수급자,65~69세,2
202009,서울특별시,종로구,여성,조건부수급자,70~74세,1
202009,서울특별시,종로구,여성,조건부수급자,80~89세,4
202009,서울특별시,종로구,남성,시설수급자,7세미만,2
202009,서울특별시,종로구,남성,시설수급자,7~12세,2
202009,서울특별시,종로구,남성,시설수급자,19~29세,7
202009,서울특별시,종로구,남성,시설수급자,30~39세,54
202009,서울특별시,종로구,남성,시설수급자,40~49세,84
202009,서울특별시,종로구,남성,일반수급자,30~39세,63
202009,서울특별시,종로구,남성,시설수급자,50~59세,41
202009,서울특별시,종로구,남성,시설수급자,60~64세,15
202009,서울특별시,종로구,남성,시설수급자,65~69세,16
202009,서울특별시,종로구,남성,시설수급자,70~74세,9
202009,서울특별시,종로구,남성,일반수급자,40~49세,156
202009,서울특별시,종로구,남성,시설수급자,75~79세,2
202009,서울특별시,종로구,여성,시설수급자,7세미만,27
202009,서울특별시,종로구,여성,시설수급자,7~12세,19
202009,서울특별시,종로구,여성,시설수급자,13~15세,3
202009,서울특별시,종로구,여성,시설수급자,16~18세,5
202009,서울특별시,종로구,여성,시설수급자,19~29세,21
202009,서울특별시,종로구,여성,시설수급자,30~39세,44
202009,서울특별시,종로구,여성,시설수급자,40~49세,63
202009,서울특별시,종로구,여성,시설수급자,50~59세,68
202009,서울특별시,종로구,여성,시설수급자,60~64세,34
202009,서울특별시,종로구,남성,일반수급자,50~59세,476
202009,서울특별시,종로구,여성,시설수급자,65~69세,27
202009,서울특별시,종로구,여성,시설수급자,70~74세,19
202009,서울특별시,종로구,여성,시설수급자,75~79세,12
202009,서울특별시,종로구,여성,시설수급자,80~89세,41
202009,서울특별시,종로구,여성,시설수급자,90세이상,28
202009,서울특별시,종로구,남성,특례수급자,7~12세,1
202009,서울특별시,종로구,남성,특례수급자,16~18세,1
202009,서울특별시,종로구,남성,특례수급자,19~29세,1
202009,서울특별시,종로구,남성,특례수급자,30~39세,10
202009,서울특별시,종로구,남성,특례수급자,40~49세,13
202009,서울특별시,종로구,남성,특례수급자,50~59세,40
202009,서울특별시,종로구,남성,특례수급자,60~64세,25
202009,서울특별시,종로구,남성,특례수급자,65~69세,8
202009,서울특별시,종로구,남성,일반수급자,60~64세,304
202009,서울특별시,종로구,남성,특례수급자,70~74세,11
202009,서울특별시,종로구,남성,특례수급자,75~79세,7
202009,서울특별시,종로구,남성,특례수급자,80~89세,5
202009,서울특별시,종로구,남성,특례수급자,90세이상,1
202009,서울특별시,종로구,여성,특례수급자,16~18세,3
202009,서울특별시,종로구,여성,특례수급자,19~29세,1
202009,서울특별시,종로구,여성,특례수급자,30~39세,5
202009,서울특별시,종로구,여성,특례수급자,40~49세,8
202009,서울특별시,종로구,여성,특례수급자,50~59세,5
202009,서울특별시,종로구,여성,특례수급자,60~64세,2
202009,서울특별시,종로구,여성,특례수급자,65~69세,10
