통계년월,통계시도명,통계시군구명,성별,수급자구분,연령구간,수급자수
202007,서울특별시,종로구,여성,조건부수급자,19~29세,40
202007,서울특별시,종로구,여성,조건부수급자,30~39세,13
202007,서울특별시,종로구,여성,조건부수급자,40~49세,44
202007,서울특별시,종로구,여성,조건부수급자,50~59세,41
202007,서울특별시,종로구,여성,조건부수급자,60~64세,32
202007,서울특별시,종로구,남성,일반수급자,19~29세,67
202007,서울특별시,종로구,여성,조건부수급자,65~69세,2
202007,서울특별시,종로구,여성,조건부수급자,70~74세,2
202007,서울특별시,종로구,여성,조건부수급자,80~89세,2
202007,서울특별시,종로구,여성,조건부수급자,90세이상,1
202007,서울특별시,종로구,남성,시설수급자,7세미만,3
202007,서울특별시,종로구,남성,시설수급자,7~12세,2
202007,서울특별시,종로구,남성,시설수급자,19~29세,8
202007,서울특별시,종로구,남성,시설수급자,30~39세,55
202007,서울특별시,종로구,남성,시설수급자,40~49세,85
202007,서울특별시,종로구,남성,시설수급자,50~59세,41
202007,서울특별시,종로구,남성,일반수급자,30~39세,66
202007,서울특별시,종로구,남성,시설수급자,60~64세,16
202007,서울특별시,종로구,남성,시설수급자,65~69세,15
202007,서울특별시,종로구,남성,시설수급자,70~74세,9
202007,서울특별시,종로구,남성,일반수급자,40~49세,158
202007,서울특별시,종로구,남성,시설수급자,75~79세,2
202007,서울특별시,종로구,여성,시설수급자,7세미만,26
202007,서울특별시,종로구,여성,시설수급자,7~12세,19
202007,서울특별시,종로구,여성,시설수급자,13~15세,3
202007,서울특별시,종로구,여성,시설수급자,16~18세,6
202007,서울특별시,종로구,여성,시설수급자,19~29세,18
202007,서울특별시,종로구,여성,시설수급자,30~39세,43
202007,서울특별시,종로구,여성,시설수급자,40~49세,64
202007,서울특별시,종로구,여성,시설수급자,50~59세,66
202007,서울특별시,종로구,여성,시설수급자,60~64세,35
202007,서울특별시,종로구,남성,일반수급자,50~59세,475
202007,서울특별시,종로구,여성,시설수급자,65~69세,26
202007,서울특별시,종로구,여성,시설수급자,70~74세,19
202007,서울특별시,종로구,여성,시설수급자,75~79세,13
202007,서울특별시,종로구,여성,시설수급자,80~89세,41
202007,서울특별시,종로구,여성,시설수급자,90세이상,24
202007,서울특별시,종로구,남성,특례수급자,7~12세,1
202007,서울특별시,종로구,남성,특례수급자,16~18세,1
202007,서울특별시,종로구,남성,특례수급자,19~29세,2
202007,서울특별시,종로구,남성,특례수급자,30~39세,11
202007,서울특별시,종로구,남성,특례수급자,40~49세,13
202007,서울특별시,종로구,남성,특례수급자,50~59세,41
202007,서울특별시,종로구,남성,특례수급자,60~64세,27
202007,서울특별시,종로구,남성,특례수급자,65~69세,9
202007,서울특별시,종로구,남성,일반수급자,60~64세,295
202007,서울특별시,종로구,남성,특례수급자,70~74세,11
202007,서울특별시,종로구,남성,특례수급자,75~79세,8
202007,서울특별시,종로구,남성,특례수급자,80~89세,4
202007,서울특별시,종로구,남성,특례수급자,90세이상,1
202007,서울특별시,종로구,여성,특례수급자,7세미만,3
202007,서울특별시,종로구,여성,특례수급자,16~18세,3
202007,서울특별시,종로구,여성,특례수급자,19~29세,2
202007,서울특별시,종로구,여성,특례수급자,30~39세,5
202007,서울특별시,종로구,여성,특례수급자,40~49세,7
202007,서울특별시,종로구,여성,특례수급자,50~59세,5
202007,서울특별시,종로구,여성,특례수급자,60~64세,2
202007,서울특별시,종로구,여성,특례수급자,65~69세,8
202007,서울특별시,종로구,여성,특례수급자,70~74세,14
202007,서울특별시,종로구,여성,특례수급자,75~79세,16
202007,서울특별시,종로구,여성,특례수급자,80~89세,15
202007,서울특별시,종로구,여성,특례수급자,90세이상,3
202007,서울특별시,종로구,남성,기타수급자,50~59세,1
202007,서울특별시,종로구,여성,기타수급자,19~29세,1
202007,서울특별시,종로구,남성,일반수급자,65~69세,365
202007,서울특별시,종로구,남성,일반수급자,70~74세,236
202007,서울특별시,종로구,남성,일반수급자,75~79세,210
202007,서울특별시,종로구,남성,일반수급자,7~12세,65
202007,서울특별시,종로구,남성,일반수급자,80~89세,126
202007,서울특별시,종로구,남성,일반수급자,90세이상,10
