통계년월,통계시도명,통계시군구명,성별,수급자구분,연령구간,수급자수
202002,서울특별시,종로구,여성,조건부수급자,19~29세,43
202002,서울특별시,종로구,여성,조건부수급자,30~39세,16
202002,서울특별시,종로구,여성,조건부수급자,40~49세,33
202002,서울특별시,종로구,여성,조건부수급자,50~59세,35
202002,서울특별시,종로구,여성,조건부수급자,60~64세,19
202002,서울특별시,종로구,남성,일반수급자,19~29세,65
202002,서울특별시,종로구,여성,조건부수급자,65~69세,1
202002,서울특별시,종로구,여성,조건부수급자,70~74세,1
202002,서울특별시,종로구,여성,조건부수급자,80~89세,4
202002,서울특별시,종로구,남성,시설수급자,7세미만,3
202002,서울특별시,종로구,남성,시설수급자,7~12세,1
202002,서울특별시,종로구,남성,시설수급자,19~29세,11
202002,서울특별시,종로구,남성,시설수급자,30~39세,57
202002,서울특별시,종로구,남성,시설수급자,40~49세,86
202002,서울특별시,종로구,남성,시설수급자,50~59세,44
202002,서울특별시,종로구,남성,일반수급자,30~39세,57
202002,서울특별시,종로구,남성,시설수급자,60~64세,16
202002,서울특별시,종로구,남성,시설수급자,65~69세,16
202002,서울특별시,종로구,남성,시설수급자,70~74세,8
202002,서울특별시,종로구,남성,일반수급자,40~49세,149
202002,서울특별시,종로구,남성,시설수급자,75~79세,2
202002,서울특별시,종로구,여성,시설수급자,7세미만,30
202002,서울특별시,종로구,여성,시설수급자,7~12세,14
202002,서울특별시,종로구,여성,시설수급자,13~15세,3
202002,서울특별시,종로구,여성,시설수급자,16~18세,5
202002,서울특별시,종로구,여성,시설수급자,19~29세,16
202002,서울특별시,종로구,여성,시설수급자,30~39세,46
202002,서울특별시,종로구,여성,시설수급자,40~49세,66
202002,서울특별시,종로구,여성,시설수급자,50~59세,67
202002,서울특별시,종로구,여성,시설수급자,60~64세,36
202002,서울특별시,종로구,남성,일반수급자,50~59세,465
202002,서울특별시,종로구,여성,시설수급자,65~69세,23
202002,서울특별시,종로구,여성,시설수급자,70~74세,19
202002,서울특별시,종로구,여성,시설수급자,75~79세,14
202002,서울특별시,종로구,여성,시설수급자,80~89세,42
202002,서울특별시,종로구,여성,시설수급자,90세이상,27
202002,서울특별시,종로구,남성,특례수급자,7~12세,1
202002,서울특별시,종로구,남성,특례수급자,16~18세,1
202002,서울특별시,종로구,남성,특례수급자,30~39세,4
202002,서울특별시,종로구,남성,특례수급자,40~49세,8
202002,서울특별시,종로구,남성,특례수급자,50~59세,39
202002,서울특별시,종로구,남성,특례수급자,60~64세,26
202002,서울특별시,종로구,남성,특례수급자,65~69세,9
202002,서울특별시,종로구,남성,일반수급자,60~64세,280
202002,서울특별시,종로구,남성,특례수급자,70~74세,12
202002,서울특별시,종로구,남성,특례수급자,75~79세,7
202002,서울특별시,종로구,남성,특례수급자,80~89세,3
202002,서울특별시,종로구,여성,특례수급자,16~18세,2
202002,서울특별시,종로구,여성,특례수급자,19~29세,1
202002,서울특별시,종로구,여성,특례수급자,40~49세,6
202002,서울특별시,종로구,여성,특례수급자,50~59세,4
202002,서울특별시,종로구,여성,특례수급자,60~64세,2
202002,서울특별시,종로구,여성,특례수급자,65~69세,7
202002,서울특별시,종로구,여성,특례수급자,70~74세,15
