통계년월,통계시도명,통계시군구명,성별,수급자구분,연령구간,수급자수
202010,서울특별시,종로구,여성,조건부수급자,19~29세,38
202010,서울특별시,종로구,여성,조건부수급자,30~39세,13
202010,서울특별시,종로구,여성,조건부수급자,40~49세,42
202010,서울특별시,종로구,여성,조건부수급자,50~59세,41
202010,서울특별시,종로구,남성,일반수급자,19~29세,73
202010,서울특별시,종로구,여성,조건부수급자,60~64세,28
202010,서울특별시,종로구,여성,조건부수급자,65~69세,2
202010,서울특별시,종로구,여성,조건부수급자,70~74세,1
202010,서울특별시,종로구,여성,조건부수급자,80~89세,3
202010,서울특별시,종로구,남성,시설수급자,7세미만,2
202010,서울특별시,종로구,남성,시설수급자,7~12세,2
202010,서울특별시,종로구,남성,시설수급자,19~29세,7
202010,서울특별시,종로구,남성,시설수급자,30~39세,53
202010,서울특별시,종로구,남성,시설수급자,40~49세,84
202010,서울특별시,종로구,남성,일반수급자,30~39세,63
202010,서울특별시,종로구,남성,시설수급자,50~59세,41
202010,서울특별시,종로구,남성,시설수급자,60~64세,15
202010,서울특별시,종로구,남성,시설수급자,65~69세,16
202010,서울특별시,종로구,남성,시설수급자,70~74세,9
202010,서울특별시,종로구,남성,일반수급자,40~49세,152
202010,서울특별시,종로구,남성,시설수급자,75~79세,2
202010,서울특별시,종로구,여성,시설수급자,7세미만,27
202010,서울특별시,종로구,여성,시설수급자,7~12세,19
202010,서울특별시,종로구,여성,시설수급자,13~15세,3
202010,서울특별시,종로구,여성,시설수급자,16~18세,5
202010,서울특별시,종로구,여성,시설수급자,19~29세,21
202010,서울특별시,종로구,여성,시설수급자,30~39세,45
202010,서울특별시,종로구,여성,시설수급자,40~49세,63
202010,서울특별시,종로구,여성,시설수급자,50~59세,67
202010,서울특별시,종로구,여성,시설수급자,60~64세,33
202010,서울특별시,종로구,남성,일반수급자,50~59세,485
202010,서울특별시,종로구,여성,시설수급자,65~69세,28
202010,서울특별시,종로구,여성,시설수급자,70~74세,19
202010,서울특별시,종로구,여성,시설수급자,75~79세,10
202010,서울특별시,종로구,여성,시설수급자,80~89세,42
202010,서울특별시,종로구,여성,시설수급자,90세이상,28
202010,서울특별시,종로구,남성,특례수급자,7~12세,1
202010,서울특별시,종로구,남성,특례수급자,16~18세,1
202010,서울특별시,종로구,남성,특례수급자,19~29세,1
202010,서울특별시,종로구,남성,특례수급자,30~39세,9
202010,서울특별시,종로구,남성,특례수급자,40~49세,14
202010,서울특별시,종로구,남성,특례수급자,50~59세,38
202010,서울특별시,종로구,남성,특례수급자,60~64세,27
202010,서울특별시,종로구,남성,특례수급자,65~69세,8
202010,서울특별시,종로구,남성,일반수급자,60~64세,316
202010,서울특별시,종로구,남성,특례수급자,70~74세,11
202010,서울특별시,종로구,남성,특례수급자,75~79세,6
202010,서울특별시,종로구,남성,특례수급자,80~89세,7
202010,서울특별시,종로구,남성,특례수급자,90세이상,1
202010,서울특별시,종로구,여성,특례수급자,16~18세,3
202010,서울특별시,종로구,여성,특례수급자,19~29세,1
202010,서울특별시,종로구,여성,특례수급자,30~39세,4
202010,서울특별시,종로구,여성,특례수급자,40~49세,8
202010,서울특별시,종로구,여성,특례수급자,50~59세,5
202010,서울특별시,종로구,여성,특례수급자,60~64세,3
202010,서울특별시,종로구,여성,특례수급자,65~69세,8
