통계년월,통계시도명,통계시군구명,성별,수급자구분,연령구간,수급자수
202012,서울특별시,종로구,여성,조건부수급자,19~29세,40
202012,서울특별시,종로구,여성,조건부수급자,30~39세,15
202012,서울특별시,종로구,여성,조건부수급자,40~49세,39
202012,서울특별시,종로구,여성,조건부수급자,50~59세,37
202012,서울특별시,종로구,남성,일반수급자,19~29세,74
202012,서울특별시,종로구,여성,조건부수급자,60~64세,31
202012,서울특별시,종로구,여성,조건부수급자,65~69세,3
202012,서울특별시,종로구,여성,조건부수급자,70~74세,1
202012,서울특별시,종로구,여성,조건부수급자,80~89세,3
202012,서울특별시,종로구,남성,시설수급자,7세미만,2
202012,서울특별시,종로구,남성,시설수급자,7~12세,2
202012,서울특별시,종로구,남성,시설수급자,19~29세,6
202012,서울특별시,종로구,남성,시설수급자,30~39세,49
202012,서울특별시,종로구,남성,시설수급자,40~49세,75
202012,서울특별시,종로구,남성,일반수급자,30~39세,65
202012,서울특별시,종로구,남성,시설수급자,50~59세,42
202012,서울특별시,종로구,남성,시설수급자,60~64세,16
202012,서울특별시,종로구,남성,시설수급자,65~69세,16
202012,서울특별시,종로구,남성,시설수급자,70~74세,8
202012,서울특별시,종로구,남성,일반수급자,40~49세,156
202012,서울특별시,종로구,남성,시설수급자,75~79세,3
202012,서울특별시,종로구,여성,시설수급자,7세미만,27
202012,서울특별시,종로구,여성,시설수급자,7~12세,19
202012,서울특별시,종로구,여성,시설수급자,13~15세,2
202012,서울특별시,종로구,여성,시설수급자,16~18세,5
202012,서울특별시,종로구,여성,시설수급자,19~29세,15
202012,서울특별시,종로구,여성,시설수급자,30~39세,35
202012,서울특별시,종로구,여성,시설수급자,40~49세,68
202012,서울특별시,종로구,여성,시설수급자,50~59세,63
202012,서울특별시,종로구,여성,시설수급자,60~64세,30
202012,서울특별시,종로구,남성,일반수급자,50~59세,499
202012,서울특별시,종로구,여성,시설수급자,65~69세,27
202012,서울특별시,종로구,여성,시설수급자,70~74세,20
202012,서울특별시,종로구,여성,시설수급자,75~79세,10
202012,서울특별시,종로구,여성,시설수급자,80~89세,40
202012,서울특별시,종로구,여성,시설수급자,90세이상,29
202012,서울특별시,종로구,남성,특례수급자,7~12세,2
202012,서울특별시,종로구,남성,특례수급자,16~18세,1
202012,서울특별시,종로구,남성,특례수급자,19~29세,1
202012,서울특별시,종로구,남성,특례수급자,30~39세,7
202012,서울특별시,종로구,남성,특례수급자,40~49세,12
202012,서울특별시,종로구,남성,특례수급자,50~59세,44
202012,서울특별시,종로구,남성,특례수급자,60~64세,31
202012,서울특별시,종로구,남성,특례수급자,65~69세,7
202012,서울특별시,종로구,남성,일반수급자,60~64세,323
202012,서울특별시,종로구,남성,특례수급자,70~74세,12
202012,서울특별시,종로구,남성,특례수급자,75~79세,5
202012,서울특별시,종로구,남성,특례수급자,80~89세,7
202012,서울특별시,종로구,여성,특례수급자,16~18세,3
202012,서울특별시,종로구,여성,특례수급자,19~29세,1
202012,서울특별시,종로구,여성,특례수급자,30~39세,2
202012,서울특별시,종로구,여성,특례수급자,40~49세,10
202012,서울특별시,종로구,여성,특례수급자,50~59세,4
202012,서울특별시,종로구,여성,특례수급자,60~64세,2
202012,서울특별시,종로구,여성,특례수급자,65~69세,8
202012,서울특별시,종로구,여성,특례수급자,70~74세,17
202012,서울특별시,종로구,여성,특례수급자,75~79세,17
202012,서울특별시,종로구,여성,특례수급자,80~89세,22
202012,서울특별시,종로구,여성,특례수급자,90세이상,3
202012,서울특별시,종로구,남성,기타수급자,60~64세,1
202012,서울특별시,종로구,여성,기타수급자,19~29세,1
202012,서울특별시,종로구,남성,일반수급자,65~69세,374
202012,서울특별시,종로구,남성,일반수급자,70~74세,235
202012,서울특별시,종로구,남성,일반수급자,75~79세,217
202012,서울특별시,종로구,남성,일반수급자,7~12세,70
202012,서울특별시,종로구,남성,일반수급자,80~89세,131
202012,서울특별시,종로구,남성,일반수급자,90세이상,13
202012,서울특별시,종로구,여성,일반수급자,7세미만,17
202012,서울특별시,종로구,여성,일반수급자,7~12세,54
202012,서울특별시,종로구,여성,일반수급자,13~15세,46
202012,서울특별시,종로구,여성,일반수급자,16~18세,66
202012,서울특별시,종로구,여성,일반수급자,19~29세,60
202012,서울특별시,종로구,남성,일반수급자,7세미만,7
202012,서울특별시,종로구,여성,일반수급자,30~39세,75
202012,서울특별시,종로구,여성,일반수급자,40~49세,130
202012,서울특별시,종로구,여성,일반수급자,50~59세,193
202012,서울특별시,종로구,남성,일반수급자,13~15세,48
202012,서울특별시,종로구,여성,일반수급자,60~64세,124
202012,서울특별시,종로구,여성,일반수급자,65~69세,169
202012,서울특별시,종로구,여성,일반수급자,70~74세,166
202012,서울특별시,종로구,여성,일반수급자,75~79세,210
202012,서울특별시,종로구,여성,일반수급자,80~89세,251
202012,서울특별시,종로구,여성,일반수급자,90세이상,52
202012,서울특별시,종로구,남성,조건부수급자,7세미만,6
202012,서울특별시,종로구,남성,조건부수급자,7~12세,5
202012,서울특별시,종로구,남성,조건부수급자,13~15세,7
202012,서울특별시,종로구,남성,일반수급자,16~18세,56
202012,서울특별시,종로구,남성,조건부수급자,16~18세,7
202012,서울특별시,종로구,남성,조건부수급자,19~29세,32
202012,서울특별시,종로구,남성,조건부수급자,30~39세,8
202012,서울특별시,종로구,남성,조건부수급자,40~49세,48
202012,서울특별시,종로구,남성,조건부수급자,50~59세,143
202012,서울특별시,종로구,남성,조건부수급자,60~64세,61
202012,서울특별시,종로구,남성,조건부수급자,65~69세,5
202012,서울특별시,종로구,남성,조건부수급자,70~74세,1
202012,서울특별시,종로구,남성,조건부수급자,75~79세,1
202012,서울특별시,종로구,여성,조건부수급자,7세미만,7
202012,서울특별시,종로구,여성,조건부수급자,7~12세,10
202012,서울특별시,종로구,여성,조건부수급자,13~15세,4
202012,서울특별시,종로구,여성,조건부수급자,16~18세,8
202012,서울특별시,중구,여성,조건부수급자,19~29세,41
202012,서울특별시,중구,여성,조건부수급자,30~39세,11
202012,서울특별시,중구,여성,조건부수급자,40~49세,29
202012,서울특별시,중구,여성,조건부수급자,50~59세,45
202012,서울특별시,중구,여성,조건부수급자,60~64세,22
202012,서울특별시,중구,여성,조건부수급자,65~69세,4
202012,서울특별시,중구,여성,조건부수급자,70~74세,3
202012,서울특별시,중구,여성,조건부수급자,80~89세,5
202012,서울특별시,중구,여성,조건부수급자,90세이상,3
202012,서울특별시,중구,남성,시설수급자,7세미만,21
202012,서울특별시,중구,남성,일반수급자,30~39세,70
202012,서울특별시,중구,남성,시설수급자,7~12세,23
202012,서울특별시,중구,남성,시설수급자,13~15세,1
202012,서울특별시,중구,남성,시설수급자,16~18세,5
202012,서울특별시,중구,남성,시설수급자,19~29세,2
202012,서울특별시,중구,남성,시설수급자,60~64세,2
202012,서울특별시,중구,남성,시설수급자,65~69세,1
202012,서울특별시,중구,여성,시설수급자,7세미만,23
202012,서울특별시,중구,여성,시설수급자,7~12세,16
202012,서울특별시,중구,여성,시설수급자,13~15세,2
202012,서울특별시,중구,여성,시설수급자,16~18세,5
202012,서울특별시,중구,여성,시설수급자,19~29세,1
202012,서울특별시,중구,남성,일반수급자,40~49세,186
202012,서울특별시,중구,여성,시설수급자,60~64세,1
202012,서울특별시,중구,여성,시설수급자,65~69세,1
202012,서울특별시,중구,여성,시설수급자,80~89세,7
202012,서울특별시,중구,여성,시설수급자,90세이상,3
202012,서울특별시,중구,남성,특례수급자,7~12세,1
202012,서울특별시,중구,남성,일반수급자,7세미만,24
202012,서울특별시,중구,남성,특례수급자,16~18세,1
202012,서울특별시,중구,남성,특례수급자,19~29세,1
202012,서울특별시,중구,남성,일반수급자,50~59세,468
202012,서울특별시,중구,남성,특례수급자,30~39세,1
202012,서울특별시,중구,남성,특례수급자,40~49세,4
202012,서울특별시,중구,남성,특례수급자,50~59세,12
202012,서울특별시,중구,남성,특례수급자,60~64세,11
202012,서울특별시,중구,남성,특례수급자,65~69세,4
202012,서울특별시,중구,남성,특례수급자,70~74세,2
202012,서울특별시,중구,남성,특례수급자,75~79세,4
202012,서울특별시,중구,남성,특례수급자,80~89세,3
202012,서울특별시,중구,남성,특례수급자,90세이상,1
202012,서울특별시,중구,여성,특례수급자,19~29세,1
202012,서울특별시,중구,남성,일반수급자,60~64세,327
202012,서울특별시,중구,여성,특례수급자,50~59세,7
202012,서울특별시,중구,여성,특례수급자,60~64세,7
202012,서울특별시,중구,남성,일반수급자,65~69세,421
202012,서울특별시,중구,여성,특례수급자,65~69세,3
202012,서울특별시,중구,여성,특례수급자,70~74세,10
202012,서울특별시,중구,여성,특례수급자,75~79세,11
202012,서울특별시,중구,여성,특례수급자,80~89세,13
202012,서울특별시,중구,여성,특례수급자,90세이상,2
202012,서울특별시,중구,남성,일반수급자,70~74세,288
202012,서울특별시,중구,남성,일반수급자,75~79세,210
202012,서울특별시,중구,남성,일반수급자,80~89세,167
202012,서울특별시,중구,남성,일반수급자,90세이상,12
202012,서울특별시,중구,여성,일반수급자,7세미만,17
202012,서울특별시,중구,여성,일반수급자,7~12세,73
202012,서울특별시,중구,여성,일반수급자,13~15세,58
202012,서울특별시,중구,남성,일반수급자,7~12세,80
202012,서울특별시,중구,여성,일반수급자,16~18세,80
202012,서울특별시,중구,여성,일반수급자,19~29세,77
202012,서울특별시,중구,여성,일반수급자,30~39세,71
202012,서울특별시,중구,여성,일반수급자,40~49세,155
202012,서울특별시,중구,여성,일반수급자,50~59세,234
202012,서울특별시,중구,여성,일반수급자,60~64세,157
202012,서울특별시,중구,여성,일반수급자,65~69세,241
202012,서울특별시,중구,여성,일반수급자,70~74세,250
202012,서울특별시,중구,여성,일반수급자,75~79세,276
202012,서울특별시,중구,여성,일반수급자,80~89세,372
202012,서울특별시,중구,여성,일반수급자,90세이상,68
202012,서울특별시,중구,남성,일반수급자,13~15세,52
202012,서울특별시,중구,남성,조건부수급자,7세미만,6
202012,서울특별시,중구,남성,조건부수급자,7~12세,5
202012,서울특별시,중구,남성,조건부수급자,13~15세,7
202012,서울특별시,중구,남성,조건부수급자,16~18세,10
202012,서울특별시,중구,남성,조건부수급자,19~29세,26
202012,서울특별시,중구,남성,조건부수급자,30~39세,12
202012,서울특별시,중구,남성,조건부수급자,40~49세,42
202012,서울특별시,중구,남성,조건부수급자,50~59세,117
202012,서울특별시,중구,남성,조건부수급자,60~64세,77
202012,서울특별시,중구,남성,일반수급자,16~18세,77
202012,서울특별시,중구,남성,조건부수급자,65~69세,6
